concept_id	term
1221000175102	Age at smoking cessation (observable entity)
360900008	Aggressive ex-smoker (finding)
65909009	Aggressive ex-smoker (life style)
360907006	Cessation of smoking (life style)
138010007	Date ceased smoking (finding)
160625004	Date ceased smoking (observable entity)
735112005	Date ceased using moist tobacco (observable entity)
492191000000103	Ex roll-up cigarette smoker (finding)
160621008	Ex-cigar smoker (finding)
138005008	Ex-cigar smoker (finding)
487391000000101	Ex-cigarette smoker 
485971000000109	Ex-cigarette smoker 
281018007	Ex-cigarette smoker (finding)
266928006	Ex-cigarette smoker amount unknown (finding)
137991007	Ex-heavy cigarette smoker (20-39/day) (finding)
266924008	Ex-heavy cigarette smoker (20-39/day) (finding)
160610004	Ex-heavy smoker (20-39/day) (finding)
1092071000000105	Ex-heavy smoker (20-39/day) (finding)
137989004	Ex-light cigarette smoker (1-9/day) (finding)
266922007	Ex-light cigarette smoker (1-9/day) (finding)
160608001	Ex-light smoker (1-9/day) (finding)
1092111000000104	Ex-light smoker (1-9/day) (finding)
137990008	Ex-moderate cigarette smoker (10-19/day) (finding)
266923002	Ex-moderate cigarette smoker (10-19/day) (finding)
160609009	Ex-moderate smoker (10-19/day) (finding)
1092091000000109	Ex-moderate smoker (10-19/day) (finding)
138004007	Ex-pipe smoker (finding)
160620009	Ex-pipe smoker (finding)
492201000000101	Ex-rolls own cigarettes 
492211000000104	Ex-rolls own cigarettes 
8517006	Ex-smoker (finding)
138009002	Ex-smoker (finding)
160624000	Ex-smoker (finding)
160615009	Ex-smoker - amount unknown (finding)
137996002	Ex-smoker - amount unknown (finding)
1092031000000108	Ex-smoker amount unknown (finding)
735128000	Ex-smoker for less than 1 year (finding)
48031000119106	Ex-smoker for more than 1 year (finding)
266921000	Ex-trivial cigarette smoker (<1/day) (finding)
137988007	Ex-trivial cigarette smoker (<1/day) (finding)
160607006	Ex-trivial smoker (<1/day) (finding)
1092131000000107	Ex-trivial smoker (<1/day) (finding)
266925009	Ex-very heavy cigarette smoker (40+/day) (finding)
137992000	Ex-very heavy cigarette smoker (40+/day) (finding)
160611000	Ex-very heavy smoker (40+/day) (finding)
1092041000000104	Ex-very heavy smoker (40+/day) (finding)
10998291000119107	History of smoking (situation)
360890004	Intolerant ex-smoker (finding)
707381000000107	Recently stopped smoking
517211000000106	Recently stopped smoking (finding)
449345000	Smoked before confirmation of pregnancy (finding)
766621000000100	Smoker before confirmation of pregnancy (finding)
160617001	Stopped smoking (finding)
138001004	Stopped smoking (finding)
598081000005100	Stopped smoking after first trimester (finding)
449369001	Stopped smoking before pregnancy (finding)
766611000000106	Stopped smoking before pregnancy (finding)
449368009	Stopped smoking during pregnancy (finding)
766581000000100	Stopped smoking during pregnancy (finding)
598071000005103	Stopped smoking in first trimester (finding)
228486009	Time since stopped smoking (observable entity)
53896009	Tolerant ex-smoker (finding)
213191000000105	[V]Personal history of tobacco abuse
198271000000106	[V]Personal history of tobacco abuse (situation)
