concept_id	term
10625271000119109	Bronchopneumonia caused by Human metapneumovirus (disorder)
10625311000119109	Bronchopneumonia caused by Klebsiella pneumoniae (disorder)
10625431000119105	Bronchopneumonia caused by Mycoplasma pneumoniae (disorder)
10625471000119108	Bronchopneumonia caused by Proteus mirabilis (disorder)
10625511000119104	Bronchopneumonia caused by Pseudomonas (disorder)
10625591000119108	Bronchopneumonia caused by Staphylococcus (disorder)
10625631000119108	Bronchopneumonia caused by Staphylococcus aureus (disorder)
10625671000119106	Bronchopneumonia caused by Streptococcus (disorder)
10625711000119105	Bronchopneumonia caused by Streptococcus pneumoniae (disorder)
10625031000119102	Bronchopneumonia caused by anaerobic bacteria (disorder)
10625071000119104	Bronchopneumonia caused by bacteria (disorder)
10625351000119105	Bronchopneumonia caused by methicillin resistant Staphylococcus aureus (disorder)
10625391000119100	Bronchopneumonia caused by methicillin susceptible Staphylococcus aureus (disorder)
10625551000119103	Bronchopneumonia caused by respiratory syncytial virus (disorder)
266352008	Bronchopneumonia due to unspecified organism (disorder)
689401000000108	Bronchopneumonia due to unspecified organism (disorder)
10625751000119106	Bronchopneumonia due to virus (disorder)
195914001	Bronchopneumonia: [unspecified organism] or [chest infection - unspecified] (disorder)
50804000	Catarrhal pneumonia (disorder)
471272001	Cavitary pneumonia (disorder)
195911009	Chickenpox pneumonia (disorder)
186510007	Chickenpox pneumonia (disorder)
195897008	Chlamydial pneumonia (disorder)
834851000000106	Community acquired pneumonia
385093006	Community acquired pneumonia (disorder)
823141000000101	Community acquired pneumonia (disorder)
123588006	Confluent bronchopneumonia with abscess formation (disorder)
123591006	Confluent pneumonia (disorder)
60837001	Contagious bovine pleuropneumonia (disorder)
81638006	Contagious caprine pleuropneumonia (disorder)
11885007	Corynebacterial pneumonia of foals (disorder)
7678002	Cytomegaloviral pneumonia (disorder)
186696008	Cytomegalovirus pneumonia (disorder)
59846002	Disease caused by Mycoplasma (disorder)
186462007	Eaton's agent infection (disorder)
64912000	Enzootic mycoplasmal pneumonia of swine (disorder)
57086000	Enzootic pneumonia of calves (disorder)
61532009	Enzootic pneumonia of sheep (disorder)
421217001	Enzootic pneumonia of sheep (disorder)
123590007	Focal pneumonia (disorder)
7063008	Gangrenous pneumonia (disorder)
196110002	Gangrenous pneumonia (disorder)
1087061000119106	Gonococcal pneumonia (disorder)
72656004	Granulomatous pneumonitis (disorder)
195886008	Group B streptococcal pneumonia (disorder)
70036007	Haemophilus influenzae pneumonia (disorder)
123620007	Hantanvirus pulmonary syndrome (disorder)
832441000000100	Hantavirus pulmonary syndrome
120639003	Hantavirus pulmonary syndrome (disorder)
812311000000102	Hantavirus pulmonary syndrome (disorder)
181007	Hemorrhagic bronchopneumonia (disorder)
233617005	Hemorrhagic pneumonia (disorder)
31920006	Hemorrhagic pneumonia caused by varicella (disorder)
186553007	Herpes simplex pneumonia (disorder)
233624006	Herpes simplex pneumonia (disorder)
31561003	Hypostatic bronchopneumonia (disorder)
155619002	Hypostatic bronchopneumonia (disorder)
85469005	Hypostatic pneumonia (disorder)
406595002	Infection caused by Mycoplasma pneumoniae (disorder)
233622005	Infectious mononucleosis pneumonia (disorder)
312342009	Infective pneumonia (disorder)
42964004	Influenza with pneumonia (disorder)
195921001	Influenza with pneumonia NOS (disorder)
616161000000107	Influenza with pneumonia NOS (disorder)
1033111000000104	Influenza with pneumonia due to seasonal influenza virus (disorder)
195920000	Influenza with pneumonia, influenza virus identified (disorder)
41269000	Influenzal bronchopneumonia (disorder)
1033121000000105	Influenzal bronchopneumonia due to seasonal influenza virus 
155560001	Influenzal pneumonia (disorder)
64667001	Interstitial pneumonia (disorder)
1010615002	Late syphilis of lung (disorder)
301000005	Left lower zone pneumonia (disorder)
301002002	Left upper zone pneumonia (disorder)
195889001	Legionella pneumonia (disorder)
772166001	Legionella pneumonia suspected (situation)
312403005	Legionnaire's disease (disorder)
74881002	Legionnaire's disease (disorder)
426696003	Lingular pneumonia (disorder)
278516003	Lobar pneumonia (disorder)
656891000000102	Lobar pneumonia due to unspecified organism (disorder)
195916004	Lobar pneumonia due to unspecified organism (disorder)
396284006	Lobular pneumonia (disorder)
95436008	Lung consolidation (disorder)
195917008	Lung consolidation (disorder)
196139002	Lung disease with syphilis (disorder)
155555000	Measles pneumonia (disorder)
233608005	Meningococcal pneumonia (disorder)
365771000000101	Mycoplasma pneumoniae detected 
365761000000108	Mycoplasma pneumoniae detected 
365751000000105	Mycoplasma pneumoniae detected (finding)
440990006	Mycoplasma pneumoniae present (finding)
155554001	Mycoplasmal pneumonia (disorder)
195894001	Mycoplasmal pneumonia (disorder)
195895000	Mycoplasmal pneumonia (disorder)
123589003	Necrotizing bronchopneumonia (disorder)
763888005	Necrotizing pneumonia caused by Panton-Valentine leukocidin producing Staphylococcus aureus (disorder)
195909000	Nocardial pneumonia (disorder)
419449001	On examination - lung consolidation (disorder)
81164001	Ornithosis with pneumonia (disorder)
195901002	Ornithosis with pneumonia (disorder)
186654009	Ornithosis with pneumonia (disorder)
195885007	Other bacterial pneumonia (disorder)
623451000000102	Other bacterial pneumonia (disorder)
195933006	Other specified pneumonia or influenza (disorder)
540141000000105	Other specified pneumonia or influenza (disorder)
64880000	Parainfluenza virus bronchopneumonia (disorder)
64917006	Parainfluenza virus pneumonia (disorder)
55679008	Peribronchial pneumonia (disorder)
155556004	Pertussis pneumonia (disorder)
76090006	Pittsburgh pneumonia (disorder)
60485005	Pleurobronchopneumonia (disorder)
266350000	Pneumococcal lobar pneumonia (disorder)
195884006	Pneumococcal pneumonia (& lobar) (disorder)
233607000	Pneumococcal pneumonia (disorder)
54339004	Pneumococcal pneumonia (disorder)
420787001	Pneumococcal pneumonia with acquired immunodeficiency syndrome (disorder)
233604007	Pneumonia (disorder)
274103002	Pneumonia NOS (disorder)
155552002	Pneumonia NOS (disorder)
155558003	Pneumonia NOS (disorder)
677801000000109	Pneumonia NOS (disorder)
266391003	Pneumonia and influenza &/or pneumonia (disorder)
155548002	Pneumonia and influenza &/or pneumonia (disorder)
195878008	Pneumonia and influenza (disorder)
1010634002	Pneumonia caused by Acinetobacter (disorder)
870082891000119100	Pneumonia caused by Acinetobacter baumannii (disorder)
1092951000119106	Pneumonia caused by Bordetella parapertussis (disorder)
724498004	Pneumonia caused by Chlamydia pneumoniae (disorder)
233609002	Pneumonia caused by Chlamydiaceae (disorder)
1176988004	Pneumonia caused by Enterobacter (disorder)
51530003	Pneumonia caused by Escherichia coli (disorder)
430395005	Pneumonia caused by Gram negative bacteria (disorder)
733051000	Pneumonia caused by Gram positive bacteria (disorder)
12571000132104	Pneumonia caused by Herpes zoster (disorder)
713084008	Pneumonia caused by Human coronavirus (disorder)
445096001	Pneumonia caused by Human metapneumovirus (disorder)
772839003	Pneumonia caused by Influenza A virus (disorder)
142931000119100	Pneumonia caused by Influenza A virus subtype H1N1 (disorder)
64479007	Pneumonia caused by Klebsiella pneumoniae (disorder)
46970008	Pneumonia caused by Mycoplasma pneumoniae (disorder)
39172002	Pneumonia caused by Proteus mirabilis (disorder)
41381004	Pneumonia caused by Pseudomonas (disorder)
1208602000	Pneumonia caused by Pseudomonas aeruginosa (disorder)
441590008	Pneumonia caused by Severe acute respiratory syndrome coronavirus (disorder)
441658007	Pneumonia caused by Staphylococcus aureus (disorder)
34020007	Pneumonia caused by Streptococcus (disorder)
441942006	Pneumonia caused by Streptococcus pyogenes (disorder)
409665004	Pneumonia caused by aerobic bacteria (disorder)
409664000	Pneumonia caused by anaerobic bacteria (disorder)
143111000119103	Pneumonia caused by avian influenza (disorder)
16311000119108	Pneumonia caused by influenza virus (disorder)
124691000119101	Pneumonia caused by methicillin resistant Staphylococcus aureus (disorder)
128711000119106	Pneumonia caused by methicillin susceptible Staphylococcus aureus (disorder)
195896004	Pneumonia caused by pleuropneumonia-like organism (disorder)
195881003	Pneumonia caused by respiratory syncytial virus (disorder)
882784691000119100	Pneumonia caused by severe acute respiratory syndrome coronavirus 2 (disorder)
1240551000000105	Pneumonia caused by severe acute respiratory syndrome coronavirus 2 (disorder)
1149093006	Pneumonia caused by vancomycin resistant Enterococcus (disorder)
1033141000000103	Pneumonia due to Gram negative bacteria 
1033131000000107	Pneumonia due to Gram negative bacteria (disorder)
810721000000108	Pneumonia due to Human metapneumovirus (disorder)
420245002	Pneumonia due to Mannheimia haemolytica (disorder)
195891009	Pneumonia due to bacteria NOS (disorder)
617971000000101	Pneumonia due to bacteria NOS (disorder)
831811000000105	Pneumonia due to human metapneumovirus
195900001	Pneumonia due to measles (disorder)
195887004	Pneumonia due to other specified bacteria (disorder)
617961000000108	Pneumonia due to other specified bacteria (disorder)
233605008	Pneumonia due to other specified organisms (disorder)
195893007	Pneumonia due to other specified organisms (disorder)
616081000000102	Pneumonia due to other specified organisms (disorder)
195898003	Pneumonia due to specified organism NOS (disorder)
603071000000106	Pneumonia due to specified organism NOS (disorder)
195915000	Pneumonia due to unspecified organism (disorder)
616141000000106	Pneumonia due to unspecified organism (disorder)
32286006	Pneumonia in Q fever (disorder)
59475000	Pneumonia in pertussis (disorder)
45312009	Pneumonia in typhoid fever (disorder)
195934000	Pneumonia or influenza NOS (disorder)
540151000000108	Pneumonia or influenza NOS (disorder)
421671002	Pneumonia with acquired immunodeficiency syndrome (disorder)
266351001	Pneumonia with infectious diseases EC (disorder)
532291000000105	Pneumonia with infectious diseases EC (disorder)
616131000000102	Pneumonia with infectious diseases EC NOS (disorder)
195913007	Pneumonia with infectious diseases EC NOS (disorder)
195907003	Pneumonia with other infectious diseases EC (disorder)
603111000000100	Pneumonia with other infectious diseases EC (disorder)
195912002	Pneumonia with other infectious diseases EC NOS (disorder)
616111000000105	Pneumonia with other infectious diseases EC NOS (disorder)
155550005	Pneumonia: [lobar] or [pneumococcal] (disorder)
266392005	Pneumonia: [lobar] or [pneumococcal] (disorder)
38976008	Pneumonic plague (disorder)
186283004	Pneumonic plague, unspecified (disorder)
654461000000102	Pneumonic plague, unspecified (disorder)
89087009	Porcine contagious pleuropneumonia (disorder)
191727003	Post measles pneumonia (disorder)
154340001	Postmeasles pneumonia (disorder)
186558003	Postmeasles pneumonia (disorder)
371072008	Postobstructive pneumonia (disorder)
35339003	Primary pneumonic plague (disorder)
48722001	Progressive pneumonia of sheep (disorder)
195888009	Proteus pneumonia (disorder)
32204007	Pulmonary actinobacillosis (disorder)
21846001	Pulmonary actinomycosis (disorder)
240387006	Pulmonary glanders (disorder)
2087000	Pulmonary nocardiosis (disorder)
186400001	Pulmonary nocardiosis (disorder)
186297007	Pulmonary tularemia (disorder)
45556008	Pulmonary tularemia (disorder)
34050004	Respiratory syncytial virus pneumonia (disorder)
233621003	Rickettsial pneumonia (disorder)
301001009	Right lower zone pneumonia (disorder)
301003007	Right middle zone pneumonia (disorder)
301004001	Right upper zone pneumonia (disorder)
1092361000119109	Rubella pneumonia (disorder)
2523007	Salmonella pneumonia (disorder)
195910005	Salmonella pneumonia (disorder)
308906005	Secondary bacterial pneumonia (disorder)
67525007	Secondary pneumonic plague (disorder)
22754005	Staphylococcal pneumonia (disorder)
1087711000000102	Suspected Legionella pneumonia (situation)
8555001	Syphilis of lung (disorder)
64703005	Terminal bronchopneumonia (disorder)
446543007	Tuberculous abscess of lung (disorder)
66429007	Unresolved lobar pneumonia (disorder)
57702005	Unresolved pneumonia (disorder)
429271009	Ventilator-acquired pneumonia (disorder)
195880002	Viral pneumonia (& chest infection) (disorder)
155549005	Viral pneumonia (disorder)
75570004	Viral pneumonia (disorder)
195882005	Viral pneumonia NEC (disorder)
617941000000107	Viral pneumonia NEC (disorder)
195883000	Viral pneumonia NOS (disorder)
617951000000105	Viral pneumonia NOS (disorder)
1187256004	Viral pneumonia due to infectious mononucleosis caused by human herpesvirus 4 (disorder)
421508002	Viral pneumonia with acquired immunodeficiency syndrome (disorder)
196206008	[X]Other bacterial pneumonia (disorder)
468671000000107	[X]Other bacterial pneumonia (disorder)
196213008	[X]Other pneumonia, organism unspecified (disorder)
400631000000109	[X]Other pneumonia, organism unspecified (disorder)
429381000000103	[X]Other viral pneumonia (disorder)
196204006	[X]Other viral pneumonia (disorder)
196205007	[X]Pneumonia due to other aerobic gram-negative bacteria (disorder)
195890005	[X]Pneumonia due to other aerobic gram-negative bacteria (disorder)
454431000000109	[X]Pneumonia due to other aerobic gram-negative bacteria (disorder)
441141000000108	[X]Pneumonia due to other aerobic gram-negative bacteria (disorder)
196207004	[X]Pneumonia due to other specified infectious organisms (disorder)
471471000000106	[X]Pneumonia due to other specified infectious organisms (disorder)
196208009	[X]Pneumonia in bacterial diseases classified elsewhere (disorder)
432151000000100	[X]Pneumonia in bacterial diseases classified elsewhere (disorder)
196212003	[X]Pneumonia in other diseases classified elsewhere (disorder)
442341000000102	[X]Pneumonia in other diseases classified elsewhere (disorder)
414341000000100	[X]Pneumonia in viral diseases classified elsewhere (disorder)
196209001	[X]Pneumonia in viral diseases classified elsewhere (disorder)
